animal,energie,faim,nourriture,predateurs,pret_reproduction,partenaire_proche,action,time,id_unique
lapin,37.991416685416155,87.65999999999987,0,0,0,0,explorer,34,lapin_34
lion,82.69590168541615,76.65999999999987,0,0,0,0,chasser,34,lion_34
ours,59.4404816854162,90.65999999999987,0,0,0,0,chasser,34,ours_34
ours,85.48503168541627,72.65999999999987,0,0,0,0,chasser,34,ours_34
lion,82.75530168541624,71.65999999999987,0,0,0,0,chasser,34,lion_34
lion,98.75084668541624,77.65999999999987,0,0,0,0,chasser,34,lion_34
ours,74.10784168541613,77.65999999999987,0,0,0,0,chasser,34,ours_34
lion,74.73451168541621,76.65999999999987,0,0,0,0,chasser,34,lion_34
lion,77.62462168541603,52.6600000000001,0,0,0,0,chasser,34,lion_34
lion,99.68996168541614,79.65999999999987,0,0,0,0,chasser,34,lion_34
lion,85.62313668541603,76.65999999999987,0,0,0,0,chasser,34,lion_34
lapin,50.98993168541615,74.65999999999987,0,0,0,0,explorer,34,lapin_34
lion,75.63650168541605,54.6600000000001,0,0,0,0,chasser,34,lion_34
ours,67.50879168541631,90.65999999999987,0,0,0,0,chasser,34,ours_34
lapin,39.98993168541615,80.65999999999987,0,0,0,0,explorer,34,lapin_34
lion,85.67956668541612,70.65999999999987,0,0,0,0,chasser,34,lion_34
lion,70.74342168541622,58.6600000000001,0,0,0,0,chasser,34,lion_34
lion,74.63947168541605,76.65999999999987,0,0,0,0,chasser,34,lion_34
ours,64.60086168541599,78.65999999999987,0,0,0,0,chasser,34,ours_34
ours,66.79688168541631,84.65999999999987,0,0,0,0,chasser,34,ours_34
lapin,47.98993168541615,71.65999999999987,0,0,0,0,explorer,34,lapin_34
ours,80.75233168541624,89.65999999999987,0,0,0,0,chasser,34,ours_34
lapin,54.99290168541616,80.65999999999987,0,0,0,0,explorer,34,lapin_34
ours,59.67214168541611,62.6600000000001,0,0,0,0,chasser,34,ours_34
lapin,38.99359289071937,97.41999999999992,0,0,0,0,explorer,22,lapin_22
lapin,34.99453789071937,90.41999999999992,0,0,0,0,explorer,22,lapin_22
ours,77.47951289071943,73.41999999999992,0,0,0,0,chasser,22,ours_22
lapin,35.99453789071937,73.41999999999992,0,0,0,0,explorer,22,lapin_22
ours,82.64961289071941,89.41999999999992,0,0,0,0,chasser,22,ours_22
ours,85.72048789071923,67.41999999999992,0,0,0,0,chasser,22,ours_22
lapin,52.99453789071937,100.0,0,0,0,0,explorer,22,lapin_22
lion,98.85373289071944,77.41999999999992,0,0,0,0,chasser,22,lion_22
ours,64.51542289071949,64.41999999999992,0,0,0,0,chasser,22,ours_22
lapin,56.99359289071937,98.41999999999992,0,0,0,0,explorer,22,lapin_22
lapin,58.99453789071937,73.41999999999992,0,0,0,0,explorer,22,lapin_22
lion,69.84900789071943,76.41999999999992,0,0,0,0,chasser,22,lion_22
lapin,46.99359289071937,87.41999999999992,0,0,0,0,explorer,22,lapin_22
lapin,32.99548289071937,78.41999999999992,0,0,0,0,explorer,22,lapin_22
lion,85.8282178907194,56.420000000000066,0,0,0,0,chasser,22,lion_22
lapin,34.99359289071937,73.41999999999992,0,0,0,0,explorer,22,lapin_22
lion,71.84617289071943,74.41999999999992,0,0,0,0,chasser,22,lion_22
lapin,42.99453789071937,99.41999999999992,0,0,0,0,explorer,22,lapin_22
ours,60.45021789071939,66.41999999999992,0,0,0,0,chasser,22,ours_22
ours,88.51447789071949,81.41999999999992,0,0,0,0,chasser,22,ours_22
lapin,40.99453789071937,93.41999999999992,0,0,0,0,explorer,22,lapin_22
lapin,56.99453789071937,74.41999999999992,0,0,0,0,explorer,22,lapin_22
ours,75.81593289071938,75.41999999999992,0,0,0,0,chasser,22,ours_22
lion,74.84050289071942,75.41999999999992,0,0,0,0,chasser,22,lion_22
lion,90.80175789071936,50.420000000000066,0,0,0,0,explorer,22,lion_22
lapin,53.99453789071937,76.41999999999992,0,0,0,0,explorer,22,lapin_22
ours,63.7365528907194,72.41999999999992,0,0,0,0,chasser,22,ours_22
lion,84.84711789071943,73.41999999999992,0,0,0,0,chasser,22,lion_22
lapin,56.99359289071937,72.41999999999992,0,0,0,0,explorer,22,lapin_22
lapin,32.99548289071937,70.41999999999992,0,0,0,0,explorer,22,lapin_22
lion,89.62701658497411,76.67999999999986,0,0,0,0,chasser,35,lion_35
lion,91.73717658497429,63.680000000000106,0,0,0,0,chasser,35,lion_35
lion,83.64537658497414,51.680000000000106,0,0,0,0,chasser,35,lion_35
lion,96.75094658497432,65.67999999999986,0,0,0,0,chasser,35,lion_35
lion,69.74635658497431,52.680000000000106,0,0,0,0,chasser,35,lion_35
lapin,48.98962658497422,92.67999999999986,0,0,0,0,explorer,35,lapin_35
lapin,37.99115658497422,87.67999999999986,0,0,0,0,explorer,35,lapin_35
lion,82.68668658497421,76.67999999999986,0,0,0,0,chasser,35,lion_35
ours,59.42352658497427,90.67999999999986,0,0,0,0,chasser,35,ours_35
ours,85.46942658497434,72.67999999999986,0,0,0,0,chasser,35,ours_35
lion,82.74788658497431,71.67999999999986,0,0,0,0,chasser,35,lion_35
lion,98.7432965849743,77.67999999999986,0,0,0,0,chasser,35,lion_35
ours,74.0808065849742,77.67999999999986,0,0,0,0,chasser,35,ours_35
lion,74.72646658497428,76.67999999999986,0,0,0,0,chasser,35,lion_35
lion,77.61324658497409,52.680000000000106,0,0,0,0,chasser,35,lion_35
lion,99.6805665849742,79.67999999999986,0,0,0,0,chasser,35,lion_35
lion,85.61171658497409,76.67999999999986,0,0,0,0,chasser,35,lion_35
lapin,50.98962658497422,74.67999999999986,0,0,0,0,explorer,35,lapin_35
lion,75.62548658497411,54.680000000000106,0,0,0,0,chasser,35,lion_35
ours,67.49390658497438,90.67999999999986,0,0,0,0,chasser,35,ours_35
lapin,39.98962658497422,80.67999999999986,0,0,0,0,explorer,35,lapin_35
lion,85.66985658497418,70.67999999999986,0,0,0,0,chasser,35,lion_35
lion,70.73564658497429,58.680000000000106,0,0,0,0,chasser,35,lion_35
lion,74.62854658497412,76.67999999999986,0,0,0,0,chasser,35,lion_35
ours,64.58876658497405,78.67999999999986,0,0,0,0,chasser,35,ours_35
ours,66.79072658497438,84.67999999999986,0,0,0,0,chasser,35,ours_35
lapin,47.98962658497422,71.67999999999986,0,0,0,0,explorer,35,lapin_35
ours,80.7448265849743,89.67999999999986,0,0,0,0,chasser,35,ours_35
lapin,54.99268658497422,80.67999999999986,0,0,0,0,explorer,35,lapin_35
ours,59.66220658497417,62.680000000000106,0,0,0,0,chasser,35,ours_35
lapin,38.993287790277435,97.43999999999991,0,0,0,0,explorer,23,lapin_23
lapin,34.99427779027744,90.43999999999991,0,0,0,0,explorer,23,lapin_23
ours,77.4547277902775,73.43999999999991,0,0,0,0,chasser,23,ours_23
lapin,35.99427779027744,73.43999999999991,0,0,0,0,explorer,23,lapin_23
ours,82.63292779027748,89.43999999999991,0,0,0,0,chasser,23,ours_23
ours,85.70717779027729,67.43999999999991,0,0,0,0,chasser,23,ours_23
lapin,52.99427779027744,100.0,0,0,0,0,explorer,23,lapin_23
lion,98.84676779027751,77.43999999999991,0,0,0,0,chasser,23,lion_23
ours,64.49234779027756,64.43999999999991,0,0,0,0,chasser,23,ours_23
lapin,56.993287790277435,98.43999999999991,0,0,0,0,explorer,23,lapin_23
lapin,58.99427779027744,73.43999999999991,0,0,0,0,explorer,23,lapin_23
lion,69.8418177902775,76.43999999999991,0,0,0,0,chasser,23,lion_23
lapin,46.993287790277435,87.43999999999991,0,0,0,0,explorer,23,lapin_23
lapin,32.99526779027744,78.43999999999991,0,0,0,0,explorer,23,lapin_23
lion,85.82003779027747,56.44000000000007,0,0,0,0,chasser,23,lion_23
lapin,34.993287790277435,73.43999999999991,0,0,0,0,explorer,23,lapin_23
lion,71.8388477902775,74.43999999999991,0,0,0,0,chasser,23,lion_23
lapin,42.99427779027744,99.43999999999991,0,0,0,0,explorer,23,lapin_23
ours,60.42403779027745,66.43999999999991,0,0,0,0,chasser,23,ours_23
ours,88.49135779027756,81.43999999999991,0,0,0,0,chasser,23,ours_23
lapin,40.99427779027744,93.43999999999991,0,0,0,0,explorer,23,lapin_23
lapin,56.99427779027744,74.43999999999991,0,0,0,0,explorer,23,lapin_23
ours,75.80716779027745,75.43999999999991,0,0,0,0,chasser,23,ours_23
lion,74.83290779027749,75.43999999999991,0,0,0,0,chasser,23,lion_23
lion,90.79231779027742,50.44000000000007,0,0,0,0,explorer,23,lion_23
lapin,53.99427779027744,76.43999999999991,0,0,0,0,explorer,23,lapin_23
ours,63.72400779027747,72.43999999999991,0,0,0,0,chasser,23,ours_23
lion,84.8398377902775,73.43999999999991,0,0,0,0,chasser,23,lion_23
lapin,56.993287790277435,72.43999999999991,0,0,0,0,explorer,23,lapin_23
lapin,32.99526779027744,70.43999999999991,0,0,0,0,explorer,23,lapin_23
lion,89.61604648453218,76.69999999999986,0,0,0,0,chasser,36,lion_36
lion,91.72944648453236,63.70000000000011,0,0,0,0,chasser,36,lion_36
lion,83.63494648453221,51.70000000000011,0,0,0,0,chasser,36,lion_36
lion,96.74362148453238,65.69999999999986,0,0,0,0,chasser,36,lion_36
lion,69.73889648453238,52.70000000000011,0,0,0,0,chasser,36,lion_36
lapin,48.98932148453228,92.69999999999986,0,0,0,0,explorer,36,lapin_36
lapin,37.990896484532286,87.69999999999986,0,0,0,0,explorer,36,lapin_36
lion,82.67747148453228,76.69999999999986,0,0,0,0,chasser,36,lion_36
ours,59.406571484532336,90.69999999999986,0,0,0,0,chasser,36,ours_36
ours,85.45382148453241,72.69999999999986,0,0,0,0,chasser,36,ours_36
lion,82.74047148453238,71.69999999999986,0,0,0,0,chasser,36,lion_36
lion,98.73574648453237,77.69999999999986,0,0,0,0,chasser,36,lion_36
ours,74.05377148453226,77.69999999999986,0,0,0,0,chasser,36,ours_36
lion,74.71842148453234,76.69999999999986,0,0,0,0,chasser,36,lion_36
lion,77.60187148453215,52.70000000000011,0,0,0,0,chasser,36,lion_36
lion,99.67117148453227,79.69999999999986,0,0,0,0,chasser,36,lion_36
lion,85.60029648453215,76.69999999999986,0,0,0,0,chasser,36,lion_36
lapin,50.98932148453228,74.69999999999986,0,0,0,0,explorer,36,lapin_36
lion,75.61447148453217,54.70000000000011,0,0,0,0,chasser,36,lion_36
ours,67.47902148453245,90.69999999999986,0,0,0,0,chasser,36,ours_36
lapin,39.98932148453228,80.69999999999986,0,0,0,0,explorer,36,lapin_36
lion,85.66014648453225,70.69999999999986,0,0,0,0,chasser,36,lion_36
lion,70.72787148453236,58.70000000000011,0,0,0,0,chasser,36,lion_36
lion,74.61762148453218,76.69999999999986,0,0,0,0,chasser,36,lion_36
ours,64.57667148453211,78.69999999999986,0,0,0,0,chasser,36,ours_36
ours,66.78457148453245,84.69999999999986,0,0,0,0,chasser,36,ours_36
lapin,47.98932148453228,71.69999999999986,0,0,0,0,explorer,36,lapin_36
ours,80.73732148453237,89.69999999999986,0,0,0,0,chasser,36,ours_36
lapin,54.99247148453229,80.69999999999986,0,0,0,0,explorer,36,lapin_36
ours,59.652271484532235,62.70000000000011,0,0,0,0,chasser,36,ours_36
lapin,38.9929826898355,97.45999999999991,0,0,0,0,explorer,24,lapin_24
lapin,34.9940176898355,90.45999999999991,0,0,0,0,explorer,24,lapin_24
ours,77.42994268983557,73.45999999999991,0,0,0,0,chasser,24,ours_24
lapin,35.9940176898355,73.45999999999991,0,0,0,0,explorer,24,lapin_24
ours,82.61624268983554,89.45999999999991,0,0,0,0,chasser,24,ours_24
ours,85.69386768983534,67.45999999999991,0,0,0,0,chasser,24,ours_24
lapin,52.9940176898355,100.0,0,0,0,0,explorer,24,lapin_24
lion,98.83980268983558,77.45999999999991,0,0,0,0,chasser,24,lion_24
ours,64.46927268983563,64.45999999999991,0,0,0,0,chasser,24,ours_24
lapin,56.9929826898355,98.45999999999991,0,0,0,0,explorer,24,lapin_24
lapin,58.9940176898355,73.45999999999991,0,0,0,0,explorer,24,lapin_24
lion,69.83462768983557,76.45999999999991,0,0,0,0,chasser,24,lion_24
lapin,46.9929826898355,87.45999999999991,0,0,0,0,explorer,24,lapin_24
lapin,32.995052689835504,78.45999999999991,0,0,0,0,explorer,24,lapin_24
lion,85.81185768983553,56.46000000000007,0,0,0,0,chasser,24,lion_24
lapin,34.9929826898355,73.45999999999991,0,0,0,0,explorer,24,lapin_24
lion,71.83152268983557,74.45999999999991,0,0,0,0,chasser,24,lion_24
lapin,42.9940176898355,99.45999999999991,0,0,0,0,explorer,24,lapin_24
ours,60.39785768983552,66.45999999999991,0,0,0,0,chasser,24,ours_24
ours,88.46823768983563,81.45999999999991,0,0,0,0,chasser,24,ours_24
lapin,40.9940176898355,93.45999999999991,0,0,0,0,explorer,24,lapin_24
lapin,56.9940176898355,74.45999999999991,0,0,0,0,explorer,24,lapin_24
ours,75.79840268983551,75.45999999999991,0,0,0,0,chasser,24,ours_24
lion,74.82531268983556,75.45999999999991,0,0,0,0,chasser,24,lion_24
lion,90.78287768983549,50.46000000000007,0,0,0,0,explorer,24,lion_24
lapin,53.9940176898355,76.45999999999991,0,0,0,0,explorer,24,lapin_24
ours,63.711462689835535,72.45999999999991,0,0,0,0,chasser,24,ours_24
lion,84.83255768983557,73.45999999999991,0,0,0,0,chasser,24,lion_24
lapin,56.9929826898355,72.45999999999991,0,0,0,0,explorer,24,lapin_24
lapin,32.995052689835504,70.45999999999991,0,0,0,0,explorer,24,lapin_24
lion,89.60507638409024,76.71999999999986,0,0,0,0,chasser,37,lion_37
lion,91.72171638409043,63.72000000000011,0,0,0,0,chasser,37,lion_37
lion,83.62451638409027,51.72000000000011,0,0,0,0,chasser,37,lion_37
lion,96.73629638409045,65.71999999999986,0,0,0,0,chasser,37,lion_37
lion,69.73143638409044,52.72000000000011,0,0,0,0,chasser,37,lion_37
lapin,48.98901638409035,92.71999999999986,0,0,0,0,explorer,37,lapin_37
lapin,37.99063638409035,87.71999999999986,0,0,0,0,explorer,37,lapin_37
lion,82.66825638409034,76.71999999999986,0,0,0,0,chasser,37,lion_37
ours,59.3896163840904,90.71999999999986,0,0,0,0,chasser,37,ours_37
ours,85.43821638409048,72.71999999999986,0,0,0,0,chasser,37,ours_37
lion,82.73305638409045,71.71999999999986,0,0,0,0,chasser,37,lion_37
lion,98.72819638409044,77.71999999999986,0,0,0,0,chasser,37,lion_37
ours,74.02673638409033,77.71999999999986,0,0,0,0,chasser,37,ours_37
lion,74.71037638409041,76.71999999999986,0,0,0,0,chasser,37,lion_37
lion,77.59049638409022,52.72000000000011,0,0,0,0,chasser,37,lion_37
lion,99.66177638409033,79.71999999999986,0,0,0,0,chasser,37,lion_37
lion,85.58887638409021,76.71999999999986,0,0,0,0,chasser,37,lion_37
lapin,50.98901638409035,74.71999999999986,0,0,0,0,explorer,37,lapin_37
lion,75.60345638409024,54.72000000000011,0,0,0,0,chasser,37,lion_37
ours,67.46413638409052,90.71999999999986,0,0,0,0,chasser,37,ours_37
lapin,39.98901638409035,80.71999999999986,0,0,0,0,explorer,37,lapin_37
lion,85.65043638409031,70.71999999999986,0,0,0,0,chasser,37,lion_37
lion,70.72009638409043,58.72000000000011,0,0,0,0,chasser,37,lion_37
lion,74.60669638409024,76.71999999999986,0,0,0,0,chasser,37,lion_37
ours,64.56457638409017,78.71999999999986,0,0,0,0,chasser,37,ours_37
ours,66.77841638409052,84.71999999999986,0,0,0,0,chasser,37,ours_37
lapin,47.98901638409035,71.71999999999986,0,0,0,0,explorer,37,lapin_37
ours,80.72981638409044,89.71999999999986,0,0,0,0,chasser,37,ours_37
lapin,54.99225638409035,80.71999999999986,0,0,0,0,explorer,37,lapin_37
ours,59.6423363840903,62.72000000000011,0,0,0,0,chasser,37,ours_37
lapin,38.992677589393566,97.4799999999999,0,0,0,0,explorer,25,lapin_25
lapin,34.99375758939357,90.4799999999999,0,0,0,0,explorer,25,lapin_25
ours,77.40515758939364,73.4799999999999,0,0,0,0,chasser,25,ours_25
lapin,35.99375758939357,73.4799999999999,0,0,0,0,explorer,25,lapin_25
ours,82.59955758939361,89.4799999999999,0,0,0,0,chasser,25,ours_25
ours,85.6805575893934,67.4799999999999,0,0,0,0,chasser,25,ours_25
lapin,52.99375758939357,100.0,0,0,0,0,explorer,25,lapin_25
lion,98.83283758939365,77.4799999999999,0,0,0,0,chasser,25,lion_25
ours,64.4461975893937,64.4799999999999,0,0,0,0,chasser,25,ours_25
lapin,56.992677589393566,98.4799999999999,0,0,0,0,explorer,25,lapin_25
lapin,58.99375758939357,73.4799999999999,0,0,0,0,explorer,25,lapin_25
lion,69.82743758939364,76.4799999999999,0,0,0,0,chasser,25,lion_25
lapin,46.992677589393566,87.4799999999999,0,0,0,0,explorer,25,lapin_25
lapin,32.99483758939357,78.4799999999999,0,0,0,0,explorer,25,lapin_25
lion,85.8036775893936,56.480000000000075,0,0,0,0,chasser,25,lion_25
lapin,34.992677589393566,73.4799999999999,0,0,0,0,explorer,25,lapin_25
lion,71.82419758939363,74.4799999999999,0,0,0,0,chasser,25,lion_25
lapin,42.99375758939357,99.4799999999999,0,0,0,0,explorer,25,lapin_25
ours,60.371677589393585,66.4799999999999,0,0,0,0,chasser,25,ours_25
ours,88.4451175893937,81.4799999999999,0,0,0,0,chasser,25,ours_25
lapin,40.99375758939357,93.4799999999999,0,0,0,0,explorer,25,lapin_25
lapin,56.99375758939357,74.4799999999999,0,0,0,0,explorer,25,lapin_25
ours,75.78963758939358,75.4799999999999,0,0,0,0,chasser,25,ours_25
lion,74.81771758939362,75.4799999999999,0,0,0,0,chasser,25,lion_25
lion,90.77343758939355,50.480000000000075,0,0,0,0,explorer,25,lion_25
lapin,53.99375758939357,76.4799999999999,0,0,0,0,explorer,25,lapin_25
ours,63.6989175893936,72.4799999999999,0,0,0,0,chasser,25,ours_25
lion,84.82527758939364,73.4799999999999,0,0,0,0,chasser,25,lion_25
lapin,56.992677589393566,72.4799999999999,0,0,0,0,explorer,25,lapin_25
lapin,32.99483758939357,70.4799999999999,0,0,0,0,explorer,25,lapin_25
lion,89.5941062836483,76.73999999999985,0,0,0,0,chasser,38,lion_38
lion,91.7139862836485,63.740000000000116,0,0,0,0,chasser,38,lion_38
lion,83.61408628364833,51.740000000000116,0,0,0,0,chasser,38,lion_38
lion,96.72897128364852,65.73999999999985,0,0,0,0,chasser,38,lion_38
lion,69.72397628364851,52.740000000000116,0,0,0,0,chasser,38,lion_38
lapin,48.98871128364841,92.73999999999985,0,0,0,0,explorer,38,lapin_38
lapin,37.990376283648416,87.73999999999985,0,0,0,0,explorer,38,lapin_38
lion,82.6590412836484,76.73999999999985,0,0,0,0,chasser,38,lion_38
ours,59.37266128364847,90.73999999999985,0,0,0,0,chasser,38,ours_38
ours,85.42261128364855,72.73999999999985,0,0,0,0,chasser,38,ours_38
lion,82.72564128364851,71.73999999999985,0,0,0,0,chasser,38,lion_38
lion,98.7206462836485,77.73999999999985,0,0,0,0,chasser,38,lion_38
ours,73.99970128364839,77.73999999999985,0,0,0,0,chasser,38,ours_38
lion,74.70233128364848,76.73999999999985,0,0,0,0,chasser,38,lion_38
lion,77.57912128364828,52.740000000000116,0,0,0,0,chasser,38,lion_38
lion,99.6523812836484,79.73999999999985,0,0,0,0,chasser,38,lion_38
lion,85.57745628364827,76.73999999999985,0,0,0,0,chasser,38,lion_38
lapin,50.98871128364841,74.73999999999985,0,0,0,0,explorer,38,lapin_38
lion,75.5924412836483,54.740000000000116,0,0,0,0,chasser,38,lion_38
ours,67.4492512836486,90.73999999999985,0,0,0,0,chasser,38,ours_38
lapin,39.98871128364841,80.73999999999985,0,0,0,0,explorer,38,lapin_38
lion,85.64072628364838,70.73999999999985,0,0,0,0,chasser,38,lion_38
lion,70.71232128364849,58.740000000000116,0,0,0,0,chasser,38,lion_38
lion,74.5957712836483,76.73999999999985,0,0,0,0,chasser,38,lion_38
ours,64.55248128364823,78.73999999999985,0,0,0,0,chasser,38,ours_38
ours,66.77226128364859,84.73999999999985,0,0,0,0,chasser,38,ours_38
lapin,47.98871128364841,71.73999999999985,0,0,0,0,explorer,38,lapin_38
ours,80.72231128364851,89.73999999999985,0,0,0,0,chasser,38,ours_38
lapin,54.99204128364842,80.73999999999985,0,0,0,0,explorer,38,lapin_38
ours,59.63240128364836,62.740000000000116,0,0,0,0,chasser,38,ours_38
lapin,38.99237248895163,97.4999999999999,0,0,0,0,explorer,26,lapin_26
lapin,34.99349748895163,90.4999999999999,0,0,0,0,explorer,26,lapin_26
ours,77.3803724889517,73.4999999999999,0,0,0,0,chasser,26,ours_26
lapin,35.99349748895163,73.4999999999999,0,0,0,0,explorer,26,lapin_26
ours,82.58287248895168,89.4999999999999,0,0,0,0,chasser,26,ours_26
ours,85.66724748895146,67.4999999999999,0,0,0,0,chasser,26,ours_26
lapin,52.99349748895163,100.0,0,0,0,0,explorer,26,lapin_26
lion,98.82587248895172,77.4999999999999,0,0,0,0,chasser,26,lion_26
ours,64.42312248895178,64.4999999999999,0,0,0,0,chasser,26,ours_26
lapin,56.99237248895163,98.4999999999999,0,0,0,0,explorer,26,lapin_26
lapin,58.99349748895163,73.4999999999999,0,0,0,0,explorer,26,lapin_26
lion,69.82024748895171,76.4999999999999,0,0,0,0,chasser,26,lion_26
lapin,46.99237248895163,87.4999999999999,0,0,0,0,explorer,26,lapin_26
lapin,32.994622488951634,78.4999999999999,0,0,0,0,explorer,26,lapin_26
lion,85.79549748895167,56.50000000000008,0,0,0,0,chasser,26,lion_26
lapin,34.99237248895163,73.4999999999999,0,0,0,0,explorer,26,lapin_26
lion,71.8168724889517,74.4999999999999,0,0,0,0,chasser,26,lion_26
lapin,42.99349748895163,99.4999999999999,0,0,0,0,explorer,26,lapin_26
ours,60.34549748895165,66.4999999999999,0,0,0,0,chasser,26,ours_26
ours,88.42199748895177,81.4999999999999,0,0,0,0,chasser,26,ours_26
lapin,40.99349748895163,93.4999999999999,0,0,0,0,explorer,26,lapin_26
lapin,56.99349748895163,74.4999999999999,0,0,0,0,explorer,26,lapin_26
ours,75.78087248895164,75.4999999999999,0,0,0,0,chasser,26,ours_26
lion,74.81012248895169,75.4999999999999,0,0,0,0,chasser,26,lion_26
lion,90.76399748895162,50.50000000000008,0,0,0,0,explorer,26,lion_26
lapin,53.99349748895163,76.4999999999999,0,0,0,0,explorer,26,lapin_26
ours,63.68637248895167,72.4999999999999,0,0,0,0,chasser,26,ours_26
lion,84.8179974889517,73.4999999999999,0,0,0,0,chasser,26,lion_26
lapin,56.99237248895163,72.4999999999999,0,0,0,0,explorer,26,lapin_26
lapin,32.994622488951634,70.4999999999999,0,0,0,0,explorer,26,lapin_26
lion,89.58313618320636,76.75999999999985,0,0,0,0,chasser,39,lion_39
lion,91.70625618320656,63.76000000000012,0,0,0,0,chasser,39,lion_39
lion,83.6036561832064,51.76000000000012,0,0,0,0,chasser,39,lion_39
lion,96.72164618320659,65.75999999999985,0,0,0,0,chasser,39,lion_39
lion,69.71651618320658,52.76000000000012,0,0,0,0,chasser,39,lion_39
lapin,48.98840618320648,92.75999999999985,0,0,0,0,explorer,39,lapin_39
lapin,37.99011618320648,87.75999999999985,0,0,0,0,explorer,39,lapin_39
lion,82.64982618320647,76.75999999999985,0,0,0,0,chasser,39,lion_39
ours,59.355706183206536,90.75999999999985,0,0,0,0,chasser,39,ours_39
ours,85.40700618320662,72.75999999999985,0,0,0,0,chasser,39,ours_39
lion,82.71822618320658,71.75999999999985,0,0,0,0,chasser,39,lion_39
lion,98.71309618320657,77.75999999999985,0,0,0,0,chasser,39,lion_39
ours,73.97266618320646,77.75999999999985,0,0,0,0,chasser,39,ours_39
lion,74.69428618320654,76.75999999999985,0,0,0,0,chasser,39,lion_39
lion,77.56774618320634,52.76000000000012,0,0,0,0,chasser,39,lion_39
lion,99.64298618320646,79.75999999999985,0,0,0,0,chasser,39,lion_39
lion,85.56603618320634,76.75999999999985,0,0,0,0,chasser,39,lion_39
lapin,50.98840618320648,74.75999999999985,0,0,0,0,explorer,39,lapin_39
lion,75.58142618320636,54.76000000000012,0,0,0,0,chasser,39,lion_39
ours,67.43436618320666,90.75999999999985,0,0,0,0,chasser,39,ours_39
lapin,39.98840618320648,80.75999999999985,0,0,0,0,explorer,39,lapin_39
lion,85.63101618320644,70.75999999999985,0,0,0,0,chasser,39,lion_39
lion,70.70454618320656,58.76000000000012,0,0,0,0,chasser,39,lion_39
lion,74.58484618320637,76.75999999999985,0,0,0,0,chasser,39,lion_39
ours,64.5403861832063,78.75999999999985,0,0,0,0,chasser,39,ours_39
ours,66.76610618320666,84.75999999999985,0,0,0,0,chasser,39,ours_39
lapin,47.98840618320648,71.75999999999985,0,0,0,0,explorer,39,lapin_39
ours,80.71480618320658,89.75999999999985,0,0,0,0,chasser,39,ours_39
lapin,54.991826183206484,80.75999999999985,0,0,0,0,explorer,39,lapin_39
ours,59.62246618320643,62.76000000000012,0,0,0,0,chasser,39,ours_39
lapin,38.992067388509696,97.5199999999999,0,0,0,0,explorer,27,lapin_27
lapin,34.9932373885097,90.5199999999999,0,0,0,0,explorer,27,lapin_27
ours,77.35558738850978,73.5199999999999,0,0,0,0,chasser,27,ours_27
lapin,35.9932373885097,73.5199999999999,0,0,0,0,explorer,27,lapin_27
ours,82.56618738850975,89.5199999999999,0,0,0,0,chasser,27,ours_27
ours,85.65393738850952,67.5199999999999,0,0,0,0,chasser,27,ours_27
lapin,52.9932373885097,100.0,0,0,0,0,explorer,27,lapin_27
lion,98.81890738850979,77.5199999999999,0,0,0,0,chasser,27,lion_27
ours,64.40004738850985,64.5199999999999,0,0,0,0,chasser,27,ours_27
lapin,56.992067388509696,98.5199999999999,0,0,0,0,explorer,27,lapin_27
lapin,58.9932373885097,73.5199999999999,0,0,0,0,explorer,27,lapin_27
lion,69.81305738850978,76.5199999999999,0,0,0,0,chasser,27,lion_27
lapin,46.992067388509696,87.5199999999999,0,0,0,0,explorer,27,lapin_27
lapin,32.9944073885097,78.5199999999999,0,0,0,0,explorer,27,lapin_27
lion,85.78731738850973,56.52000000000008,0,0,0,0,chasser,27,lion_27
lapin,34.992067388509696,73.5199999999999,0,0,0,0,explorer,27,lapin_27
lion,71.80954738850977,74.5199999999999,0,0,0,0,chasser,27,lion_27
lapin,42.9932373885097,99.5199999999999,0,0,0,0,explorer,27,lapin_27
ours,60.31931738850972,66.5199999999999,0,0,0,0,chasser,27,ours_27
ours,88.39887738850985,81.5199999999999,0,0,0,0,chasser,27,ours_27
lapin,40.9932373885097,93.5199999999999,0,0,0,0,explorer,27,lapin_27
lapin,56.9932373885097,74.5199999999999,0,0,0,0,explorer,27,lapin_27
ours,75.77210738850971,75.5199999999999,0,0,0,0,chasser,27,ours_27
lion,74.80252738850976,75.5199999999999,0,0,0,0,chasser,27,lion_27
lion,90.75455738850968,50.52000000000008,0,0,0,0,explorer,27,lion_27
lapin,53.9932373885097,76.5199999999999,0,0,0,0,explorer,27,lapin_27
ours,63.673827388509736,72.5199999999999,0,0,0,0,chasser,27,ours_27
lion,84.81071738850977,73.5199999999999,0,0,0,0,chasser,27,lion_27
lapin,56.992067388509696,72.5199999999999,0,0,0,0,explorer,27,lapin_27
lapin,32.9944073885097,70.5199999999999,0,0,0,0,explorer,27,lapin_27
lion,89.57216608276443,76.77999999999984,0,0,0,0,chasser,40,lion_40
lion,91.69852608276463,63.78000000000012,0,0,0,0,chasser,40,lion_40
lion,83.59322608276446,51.78000000000012,0,0,0,0,chasser,40,lion_40
lion,96.71432108276466,65.77999999999984,0,0,0,0,chasser,40,lion_40
lion,69.70905608276465,52.78000000000012,0,0,0,0,chasser,40,lion_40
lapin,48.988101082764544,92.77999999999984,0,0,0,0,explorer,40,lapin_40
lapin,37.98985608276455,87.77999999999984,0,0,0,0,explorer,40,lapin_40
