animal,energie,faim,nourriture,predateurs,pret_reproduction,partenaire_proche,action,time,id_unique
lion,85.86295879469674,76.23999999999995,0,0,0,0,chasser,13,lion_13
lapin,50.99633879469678,74.23999999999995,0,0,0,0,explorer,13,lapin_13
lion,75.86781879469675,54.24000000000004,0,0,0,0,chasser,13,lion_13
ours,67.82137879469684,90.23999999999995,0,0,0,0,chasser,13,ours_13
lapin,39.99633879469678,80.23999999999995,0,0,0,0,explorer,13,lapin_13
lion,85.88347879469677,70.23999999999995,0,0,0,0,chasser,13,lion_13
lion,70.90669879469681,58.24000000000004,0,0,0,0,chasser,13,lion_13
lion,74.86889879469675,76.23999999999995,0,0,0,0,chasser,13,lion_13
ours,64.85485879469672,78.23999999999995,0,0,0,0,chasser,13,ours_13
ours,66.92613879469684,84.23999999999995,0,0,0,0,chasser,13,ours_13
lapin,47.99633879469678,71.23999999999995,0,0,0,0,explorer,13,lapin_13
ours,80.90993879469681,89.23999999999995,0,0,0,0,chasser,13,ours_13
lapin,54.997418794696785,80.23999999999995,0,0,0,0,explorer,13,lapin_13
ours,59.88077879469677,62.24000000000004,0,0,0,0,chasser,13,ours_13
lapin,39,97,0,0,0,0,explorer,1,lapin_1
lapin,35,90,0,0,0,0,explorer,1,lapin_1
ours,78,73,0,0,0,0,chasser,1,ours_1
lapin,36,73,0,0,0,0,explorer,1,lapin_1
ours,83,89,0,0,0,0,chasser,1,ours_1
ours,86,67,0,0,0,0,chasser,1,ours_1
lapin,53,100,0,0,0,0,explorer,1,lapin_1
lion,99,77,0,0,0,0,chasser,1,lion_1
ours,65,64,0,0,0,0,chasser,1,ours_1
lapin,57,98,0,0,0,0,explorer,1,lapin_1
lapin,59,73,0,0,0,0,explorer,1,lapin_1
lion,70,76,0,0,0,0,chasser,1,lion_1
lapin,47,87,0,0,0,0,explorer,1,lapin_1
lapin,33,78,0,0,0,0,explorer,1,lapin_1
lion,86,56,0,0,0,0,chasser,1,lion_1
lapin,35,73,0,0,0,0,explorer,1,lapin_1
lion,72,74,0,0,0,0,chasser,1,lion_1
lapin,43,99,0,0,0,0,explorer,1,lapin_1
ours,61,66,0,0,0,0,chasser,1,ours_1
ours,89,81,0,0,0,0,chasser,1,ours_1
lapin,41,93,0,0,0,0,explorer,1,lapin_1
lapin,57,74,0,0,0,0,explorer,1,lapin_1
ours,76,75,0,0,0,0,chasser,1,ours_1
lion,75,75,0,0,0,0,chasser,1,lion_1
lion,91,50,0,0,0,0,explorer,1,lion_1
lapin,54,76,0,0,0,0,explorer,1,lapin_1
ours,64,72,0,0,0,0,chasser,1,ours_1
lion,85,73,0,0,0,0,chasser,1,lion_1
lapin,57,72,0,0,0,0,explorer,1,lapin_1
lapin,33,70,0,0,0,0,explorer,1,lapin_1
lion,89.85738869425481,76.25999999999995,0,0,0,0,chasser,14,lion_14
lion,91.89950869425488,63.26000000000004,0,0,0,0,chasser,14,lion_14
lion,83.86440869425482,51.26000000000004,0,0,0,0,chasser,14,lion_14
lion,96.90477369425489,65.25999999999995,0,0,0,0,chasser,14,lion_14
lion,69.90301869425488,52.26000000000004,0,0,0,0,chasser,14,lion_14
lapin,48.99603369425485,92.25999999999995,0,0,0,0,explorer,14,lapin_14
lapin,37.99661869425485,87.25999999999995,0,0,0,0,explorer,14,lapin_14
lion,82.88020369425485,76.25999999999995,0,0,0,0,chasser,14,lion_14
ours,59.77958369425487,90.25999999999995,0,0,0,0,chasser,14,ours_14
ours,85.7971336942549,72.25999999999995,0,0,0,0,chasser,14,ours_14
lion,82.90360369425488,71.25999999999995,0,0,0,0,chasser,14,lion_14
lion,98.90184869425488,77.25999999999995,0,0,0,0,chasser,14,lion_14
ours,74.64854369425484,77.25999999999995,0,0,0,0,chasser,14,ours_14
lion,74.89541369425487,76.25999999999995,0,0,0,0,chasser,14,lion_14
lion,77.8521236942548,52.26000000000004,0,0,0,0,chasser,14,lion_14
lion,99.87786369425484,79.25999999999995,0,0,0,0,chasser,14,lion_14
lion,85.8515386942548,76.25999999999995,0,0,0,0,chasser,14,lion_14
lapin,50.99603369425485,74.25999999999995,0,0,0,0,explorer,14,lapin_14
lion,75.85680369425481,54.26000000000004,0,0,0,0,chasser,14,lion_14
ours,67.80649369425491,90.25999999999995,0,0,0,0,chasser,14,ours_14
lapin,39.99603369425485,80.25999999999995,0,0,0,0,explorer,14,lapin_14
lion,85.87376869425484,70.25999999999995,0,0,0,0,chasser,14,lion_14
lion,70.89892369425488,58.26000000000004,0,0,0,0,chasser,14,lion_14
lion,74.85797369425481,76.25999999999995,0,0,0,0,chasser,14,lion_14
ours,64.84276369425478,78.25999999999995,0,0,0,0,chasser,14,ours_14
ours,66.91998369425491,84.25999999999995,0,0,0,0,chasser,14,ours_14
lapin,47.99603369425485,71.25999999999995,0,0,0,0,explorer,14,lapin_14
ours,80.90243369425488,89.25999999999995,0,0,0,0,chasser,14,ours_14
lapin,54.99720369425485,80.25999999999995,0,0,0,0,explorer,14,lapin_14
ours,59.87084369425483,62.26000000000004,0,0,0,0,chasser,14,ours_14
lapin,38.999694899558065,97.02,0,0,0,0,explorer,2,lapin_2
lapin,34.999739899558065,90.02,0,0,0,0,explorer,2,lapin_2
ours,77.97521489955807,73.02,0,0,0,0,chasser,2,ours_2
lapin,35.999739899558065,73.02,0,0,0,0,explorer,2,lapin_2
ours,82.98331489955807,89.02,0,0,0,0,chasser,2,ours_2
ours,85.98668989955806,67.02,0,0,0,0,chasser,2,ours_2
lapin,52.999739899558065,100.0,0,0,0,0,explorer,2,lapin_2
lion,98.99303489955807,77.02,0,0,0,0,chasser,2,lion_2
ours,64.97692489955807,64.02,0,0,0,0,chasser,2,ours_2
lapin,56.999694899558065,98.02,0,0,0,0,explorer,2,lapin_2
lapin,58.999739899558065,73.02,0,0,0,0,explorer,2,lapin_2
lion,69.99280989955807,76.02,0,0,0,0,chasser,2,lion_2
lapin,46.999694899558065,87.02,0,0,0,0,explorer,2,lapin_2
lapin,32.999784899558065,78.02,0,0,0,0,explorer,2,lapin_2
lion,85.99181989955807,56.02,0,0,0,0,chasser,2,lion_2
lapin,34.999694899558065,73.02,0,0,0,0,explorer,2,lapin_2
lion,71.99267489955807,74.02,0,0,0,0,chasser,2,lion_2
lapin,42.999739899558065,99.02,0,0,0,0,explorer,2,lapin_2
ours,60.973819899558066,66.02,0,0,0,0,chasser,2,ours_2
ours,88.97687989955807,81.02,0,0,0,0,chasser,2,ours_2
lapin,40.999739899558065,93.02,0,0,0,0,explorer,2,lapin_2
lapin,56.999739899558065,74.02,0,0,0,0,explorer,2,lapin_2
ours,75.99123489955807,75.02,0,0,0,0,chasser,2,ours_2
lion,74.99240489955807,75.02,0,0,0,0,chasser,2,lion_2
lion,90.99055989955806,50.02,0,0,0,0,explorer,2,lion_2
lapin,53.999739899558065,76.02,0,0,0,0,explorer,2,lapin_2
ours,63.98745489955807,72.02,0,0,0,0,chasser,2,ours_2
lion,84.99271989955807,73.02,0,0,0,0,chasser,2,lion_2
lapin,56.999694899558065,72.02,0,0,0,0,explorer,2,lapin_2
lapin,32.999784899558065,70.02,0,0,0,0,explorer,2,lapin_2
lion,89.84641859381287,76.27999999999994,0,0,0,0,chasser,15,lion_15
lion,91.89177859381294,63.280000000000044,0,0,0,0,chasser,15,lion_15
lion,83.85397859381288,51.280000000000044,0,0,0,0,chasser,15,lion_15
lion,96.89744859381295,65.27999999999994,0,0,0,0,chasser,15,lion_15
lion,69.89555859381295,52.280000000000044,0,0,0,0,chasser,15,lion_15
lapin,48.99572859381291,92.27999999999994,0,0,0,0,explorer,15,lapin_15
lapin,37.996358593812914,87.27999999999994,0,0,0,0,explorer,15,lapin_15
lion,82.87098859381291,76.27999999999994,0,0,0,0,chasser,15,lion_15
ours,59.762628593812934,90.27999999999994,0,0,0,0,chasser,15,ours_15
ours,85.78152859381296,72.27999999999994,0,0,0,0,chasser,15,ours_15
lion,82.89618859381295,71.27999999999994,0,0,0,0,chasser,15,lion_15
lion,98.89429859381295,77.27999999999994,0,0,0,0,chasser,15,lion_15
ours,74.6215085938129,77.27999999999994,0,0,0,0,chasser,15,ours_15
lion,74.88736859381294,76.27999999999994,0,0,0,0,chasser,15,lion_15
lion,77.84074859381286,52.280000000000044,0,0,0,0,chasser,15,lion_15
lion,99.8684685938129,79.27999999999994,0,0,0,0,chasser,15,lion_15
lion,85.84011859381286,76.27999999999994,0,0,0,0,chasser,15,lion_15
lapin,50.99572859381291,74.27999999999994,0,0,0,0,explorer,15,lapin_15
lion,75.84578859381287,54.280000000000044,0,0,0,0,chasser,15,lion_15
ours,67.79160859381298,90.27999999999994,0,0,0,0,chasser,15,ours_15
lapin,39.99572859381291,80.27999999999994,0,0,0,0,explorer,15,lapin_15
lion,85.8640585938129,70.27999999999994,0,0,0,0,chasser,15,lion_15
lion,70.89114859381294,58.280000000000044,0,0,0,0,chasser,15,lion_15
lion,74.84704859381287,76.27999999999994,0,0,0,0,chasser,15,lion_15
ours,64.83066859381285,78.27999999999994,0,0,0,0,chasser,15,ours_15
ours,66.91382859381298,84.27999999999994,0,0,0,0,chasser,15,ours_15
lapin,47.99572859381291,71.27999999999994,0,0,0,0,explorer,15,lapin_15
ours,80.89492859381295,89.27999999999994,0,0,0,0,chasser,15,ours_15
lapin,54.996988593812915,80.27999999999994,0,0,0,0,explorer,15,lapin_15
ours,59.860908593812894,62.280000000000044,0,0,0,0,chasser,15,ours_15
lapin,38.99938979911613,97.03999999999999,0,0,0,0,explorer,3,lapin_3
lapin,34.99947979911613,90.03999999999999,0,0,0,0,explorer,3,lapin_3
ours,77.95042979911614,73.03999999999999,0,0,0,0,chasser,3,ours_3
lapin,35.99947979911613,73.03999999999999,0,0,0,0,explorer,3,lapin_3
ours,82.96662979911613,89.03999999999999,0,0,0,0,chasser,3,ours_3
ours,85.97337979911612,67.03999999999999,0,0,0,0,chasser,3,ours_3
lapin,52.99947979911613,100.0,0,0,0,0,explorer,3,lapin_3
lion,98.98606979911614,77.03999999999999,0,0,0,0,chasser,3,lion_3
ours,64.95384979911614,64.03999999999999,0,0,0,0,chasser,3,ours_3
lapin,56.99938979911613,98.03999999999999,0,0,0,0,explorer,3,lapin_3
lapin,58.99947979911613,73.03999999999999,0,0,0,0,explorer,3,lapin_3
lion,69.98561979911614,76.03999999999999,0,0,0,0,chasser,3,lion_3
lapin,46.99938979911613,87.03999999999999,0,0,0,0,explorer,3,lapin_3
lapin,32.99956979911613,78.03999999999999,0,0,0,0,explorer,3,lapin_3
lion,85.98363979911613,56.040000000000006,0,0,0,0,chasser,3,lion_3
lapin,34.99938979911613,73.03999999999999,0,0,0,0,explorer,3,lapin_3
lion,71.98534979911614,74.03999999999999,0,0,0,0,chasser,3,lion_3
lapin,42.99947979911613,99.03999999999999,0,0,0,0,explorer,3,lapin_3
ours,60.94763979911613,66.03999999999999,0,0,0,0,chasser,3,ours_3
ours,88.95375979911614,81.03999999999999,0,0,0,0,chasser,3,ours_3
lapin,40.99947979911613,93.03999999999999,0,0,0,0,explorer,3,lapin_3
lapin,56.99947979911613,74.03999999999999,0,0,0,0,explorer,3,lapin_3
ours,75.98246979911613,75.03999999999999,0,0,0,0,chasser,3,ours_3
lion,74.98480979911614,75.03999999999999,0,0,0,0,chasser,3,lion_3
lion,90.98111979911613,50.040000000000006,0,0,0,0,explorer,3,lion_3
lapin,53.99947979911613,76.03999999999999,0,0,0,0,explorer,3,lapin_3
ours,63.97490979911613,72.03999999999999,0,0,0,0,chasser,3,ours_3
lion,84.98543979911614,73.03999999999999,0,0,0,0,chasser,3,lion_3
lapin,56.99938979911613,72.03999999999999,0,0,0,0,explorer,3,lapin_3
lapin,32.99956979911613,70.03999999999999,0,0,0,0,explorer,3,lapin_3
lion,89.83544849337093,76.29999999999994,0,0,0,0,chasser,16,lion_16
lion,91.88404849337101,63.30000000000005,0,0,0,0,chasser,16,lion_16
lion,83.84354849337095,51.30000000000005,0,0,0,0,chasser,16,lion_16
